respuesta_id,fecha_respuesta,cliente_id,producto,segmento_cliente,nps_score,categoria_nps,comentario,canal_encuesta,tiempo_respuesta_dias,contacto_previo,resolucion_satisfactoria,recomendaria_servicio,region,edad_cliente,antiguedad_meses
NPS_000352,2025-07-19 12:12:36,CLI_16499,Internet Móvil,VIP,1,Detractor,Precio muy alto para el servicio,SMS,3,False,True,False,Centro,71,94
NPS_000353,2025-07-22 12:12:36,CLI_39036,Móvil Postpago,Premium,9,Promotor,"Excelente servicio, muy satisfecho",Email,6,False,False,True,Este,41,45
NPS_000354,2025-06-19 12:12:36,CLI_34642,TV Cable,Premium,9,Promotor,Atención rápida y efectiva,Web,1,False,False,True,Norte,29,43
NPS_000355,2025-08-26 12:12:36,CLI_13240,Móvil Postpago,Regular,10,Promotor,"Excelente servicio, muy satisfecho",App,0,False,False,True,Oeste,28,5
NPS_000356,2025-07-02 12:12:36,CLI_22936,Internet Móvil,Básico,9,Promotor,Atención rápida y efectiva,Email,5,True,True,True,Oeste,68,17
NPS_000357,2025-08-06 12:12:36,CLI_45801,Internet Hogar,Básico,4,Detractor,Problemas técnicos constantes,App,0,True,True,False,Centro,46,48
NPS_000358,2025-08-06 12:12:36,CLI_44383,Internet Hogar,VIP,2,Detractor,Problemas técnicos constantes,Web,5,True,True,False,Este,35,102
NPS_000359,2025-09-04 12:12:36,CLI_40503,Internet Hogar,Premium,2,Detractor,"Servicio muy lento, muchas fallas",SMS,2,False,False,False,Oeste,37,60
NPS_000360,2025-09-05 12:12:36,CLI_21769,Móvil Prepago,VIP,0,Detractor,Precio muy alto para el servicio,App,7,False,False,False,Sur,73,33
NPS_000361,2025-06-20 12:12:36,CLI_10433,Internet Hogar,VIP,4,Detractor,"Servicio muy lento, muchas fallas",App,4,False,True,False,Sur,50,6
NPS_000362,2025-07-14 12:12:36,CLI_43650,Móvil Postpago,Básico,6,Detractor,Precio muy alto para el servicio,App,7,False,False,False,Centro,70,93
NPS_000363,2025-06-27 12:12:36,CLI_49443,Móvil Prepago,Regular,4,Detractor,Precio muy alto para el servicio,Web,0,False,False,False,Centro,50,113
NPS_000364,2025-07-13 12:12:36,CLI_04013,Internet Móvil,Premium,2,Detractor,Atención al cliente deficiente,Email,5,False,True,False,Sur,73,90
NPS_000365,2025-07-04 12:12:36,CLI_30666,Internet Hogar,Básico,1,Detractor,Precio muy alto para el servicio,App,1,True,True,False,Norte,43,22
NPS_000366,2025-07-05 12:12:36,CLI_21573,TV Cable,Básico,2,Detractor,"Servicio muy lento, muchas fallas",Email,4,True,False,False,Sur,62,97
NPS_000367,2025-07-16 12:12:36,CLI_22264,Internet Móvil,Básico,0,Detractor,"Servicio muy lento, muchas fallas",Web,1,True,True,False,Este,63,26
NPS_000368,2025-09-13 12:12:36,CLI_02062,Telefonía Fija,Regular,1,Detractor,Problemas técnicos constantes,Email,3,True,False,False,Oeste,37,77
NPS_000369,2025-07-09 12:12:36,CLI_02562,Internet Hogar,Básico,9,Promotor,Buena relación calidad-precio,Email,2,True,False,True,Oeste,18,71
NPS_000370,2025-08-25 12:12:36,CLI_01143,Telefonía Fija,Regular,3,Detractor,Precio muy alto para el servicio,SMS,5,True,False,False,Centro,66,107
NPS_000371,2025-08-19 12:12:36,CLI_00649,Telefonía Fija,Premium,5,Detractor,Problemas técnicos constantes,Email,0,True,False,False,Oeste,71,120
NPS_000372,2025-07-22 12:12:36,CLI_41464,Empresarial,VIP,3,Detractor,Problemas técnicos constantes,Web,3,True,True,False,Oeste,31,33
NPS_000373,2025-07-30 12:12:36,CLI_31725,Telefonía Fija,Básico,8,Neutral,"Servicio regular, podría mejorar",SMS,0,True,True,True,Centro,56,15
NPS_000374,2025-09-09 12:12:36,CLI_44186,Móvil Postpago,Básico,5,Detractor,Problemas técnicos constantes,Email,7,False,False,False,Norte,61,79
NPS_000375,2025-06-20 12:12:36,CLI_03443,Internet Móvil,VIP,10,Promotor,"Excelente servicio, muy satisfecho",Email,0,True,True,True,Este,48,48
NPS_000376,2025-07-17 12:12:36,CLI_03316,Empresarial,Básico,5,Detractor,Atención al cliente deficiente,Web,6,True,False,False,Este,40,64
NPS_000377,2025-09-13 12:12:36,CLI_22943,Internet Móvil,Regular,0,Detractor,Problemas técnicos constantes,Web,2,False,True,False,Sur,64,22
NPS_000378,2025-06-29 12:12:36,CLI_32470,Empresarial,Básico,3,Detractor,"Servicio muy lento, muchas fallas",SMS,0,True,False,False,Este,45,5
NPS_000379,2025-07-09 12:12:36,CLI_30467,Internet Móvil,Básico,3,Detractor,Problemas técnicos constantes,App,5,True,True,False,Centro,40,10
NPS_000380,2025-06-25 12:12:36,CLI_37612,Móvil Prepago,Básico,1,Detractor,"Servicio muy lento, muchas fallas",Web,5,False,False,False,Centro,47,50
NPS_000381,2025-06-21 12:12:36,CLI_20655,Móvil Prepago,Regular,2,Detractor,"Servicio muy lento, muchas fallas",App,1,False,False,False,Norte,47,17
NPS_000382,2025-07-27 12:12:36,CLI_17466,TV Cable,Regular,5,Detractor,Problemas técnicos constantes,App,3,True,False,False,Sur,53,15
NPS_000383,2025-08-17 12:12:36,CLI_30826,Móvil Prepago,Premium,6,Detractor,Precio muy alto para el servicio,SMS,4,False,False,False,Este,65,114
NPS_000384,2025-09-04 12:12:36,CLI_12747,Móvil Postpago,Premium,8,Neutral,Funciona pero tiene algunos problemas,App,1,True,False,True,Sur,56,3
NPS_000385,2025-06-23 12:12:36,CLI_48513,Móvil Prepago,Regular,9,Promotor,Atención rápida y efectiva,Email,3,True,False,True,Sur,38,40
NPS_000386,2025-06-23 12:12:36,CLI_25230,Internet Móvil,VIP,2,Detractor,Problemas técnicos constantes,SMS,6,True,False,False,Norte,46,114
NPS_000387,2025-08-28 12:12:36,CLI_19326,TV Cable,Regular,4,Detractor,"Servicio muy lento, muchas fallas",App,2,False,True,False,Sur,68,37
NPS_000388,2025-09-01 12:12:36,CLI_14648,Internet Móvil,Básico,7,Neutral,"Precio aceptable, servicio promedio",Email,3,True,False,True,Oeste,30,8
NPS_000389,2025-09-01 12:12:36,CLI_07656,TV Cable,Básico,8,Neutral,Funciona pero tiene algunos problemas,Email,6,False,True,True,Oeste,36,61
NPS_000390,2025-08-13 12:12:36,CLI_24103,Internet Móvil,Regular,10,Promotor,Personal muy profesional,SMS,1,True,False,True,Este,22,65
NPS_000391,2025-08-31 12:12:36,CLI_35771,Internet Móvil,VIP,7,Neutral,Funciona pero tiene algunos problemas,SMS,5,True,False,True,Este,29,73
NPS_000392,2025-08-22 12:12:36,CLI_49748,Móvil Prepago,Regular,5,Detractor,"Servicio muy lento, muchas fallas",Web,4,True,True,False,Centro,59,94
NPS_000393,2025-09-01 12:12:36,CLI_48164,Telefonía Fija,Básico,8,Neutral,"Servicio regular, podría mejorar",App,3,True,False,True,Centro,56,75
NPS_000394,2025-06-28 12:12:36,CLI_32635,Internet Móvil,VIP,0,Detractor,Precio muy alto para el servicio,Web,5,True,True,False,Norte,57,116
NPS_000395,2025-08-22 12:12:36,CLI_26419,Móvil Postpago,Básico,9,Promotor,Personal muy profesional,Web,4,True,True,True,Norte,63,117
NPS_000396,2025-08-14 12:12:36,CLI_14027,Móvil Prepago,VIP,5,Detractor,Atención al cliente deficiente,Web,5,False,True,False,Este,52,95
NPS_000397,2025-08-15 12:12:36,CLI_13913,Móvil Postpago,VIP,6,Detractor,"Servicio muy lento, muchas fallas",SMS,7,True,False,False,Este,53,93
NPS_000398,2025-09-02 12:12:36,CLI_08083,TV Cable,Regular,1,Detractor,Problemas técnicos constantes,App,1,False,False,False,Centro,34,16
NPS_000399,2025-08-18 12:12:36,CLI_33610,Internet Hogar,Premium,2,Detractor,Problemas técnicos constantes,Web,7,True,False,False,Oeste,45,58
NPS_000400,2025-08-02 12:12:36,CLI_34175,TV Cable,Regular,9,Promotor,Buena relación calidad-precio,SMS,6,True,False,True,Centro,35,47
NPS_000401,2025-07-20 12:12:36,CLI_11468,Telefonía Fija,Premium,1,Detractor,Precio muy alto para el servicio,SMS,2,False,True,False,Oeste,70,59
NPS_000402,2025-07-13 12:12:36,CLI_05376,Internet Hogar,Premium,3,Detractor,Atención al cliente deficiente,App,0,False,True,False,Centro,21,119
NPS_000403,2025-08-23 12:12:36,CLI_27445,Internet Móvil,VIP,4,Detractor,"Servicio muy lento, muchas fallas",SMS,7,True,True,False,Sur,34,117
NPS_000404,2025-07-28 12:12:36,CLI_33445,Telefonía Fija,Básico,5,Detractor,Atención al cliente deficiente,Web,4,True,True,False,Norte,52,102
NPS_000405,2025-09-13 12:12:36,CLI_43794,Empresarial,Regular,10,Promotor,Personal muy profesional,Web,5,False,True,True,Este,29,46
NPS_000406,2025-07-27 12:12:36,CLI_01605,Internet Móvil,VIP,6,Detractor,"Servicio muy lento, muchas fallas",Web,3,True,False,False,Norte,50,94
NPS_000407,2025-06-22 12:12:36,CLI_10518,TV Cable,Regular,4,Detractor,Problemas técnicos constantes,Web,1,True,False,False,Centro,60,56
NPS_000408,2025-07-03 12:12:36,CLI_33452,Telefonía Fija,Premium,8,Neutral,Funciona pero tiene algunos problemas,Web,1,True,True,True,Sur,48,24
NPS_000409,2025-08-14 12:12:36,CLI_44354,TV Cable,Básico,1,Detractor,"Servicio muy lento, muchas fallas",Email,3,True,True,False,Sur,51,76
NPS_000410,2025-08-10 12:12:36,CLI_31283,Internet Móvil,Premium,5,Detractor,Atención al cliente deficiente,App,2,True,False,False,Sur,46,50
NPS_000411,2025-09-15 12:12:36,CLI_47819,Telefonía Fija,Básico,9,Promotor,Personal muy profesional,Email,1,True,False,True,Este,57,49
NPS_000412,2025-09-04 12:12:36,CLI_18740,Móvil Postpago,Regular,5,Detractor,"Servicio muy lento, muchas fallas",App,6,True,True,False,Oeste,36,38
NPS_000413,2025-08-06 12:12:36,CLI_08531,Telefonía Fija,Regular,6,Detractor,Atención al cliente deficiente,App,0,False,True,False,Sur,67,16
NPS_000414,2025-08-19 12:12:36,CLI_39160,Móvil Prepago,Premium,0,Detractor,Precio muy alto para el servicio,Email,6,True,False,False,Oeste,71,64
NPS_000415,2025-08-29 12:12:36,CLI_39138,Móvil Postpago,Regular,10,Promotor,"Excelente servicio, muy satisfecho",App,2,True,False,True,Oeste,71,70
NPS_000416,2025-06-19 12:12:36,CLI_20056,Móvil Prepago,Regular,7,Neutral,Funciona pero tiene algunos problemas,App,3,True,True,True,Este,36,70
NPS_000417,2025-07-21 12:12:36,CLI_43855,TV Cable,VIP,5,Detractor,Precio muy alto para el servicio,SMS,6,True,True,False,Sur,33,65
NPS_000418,2025-07-09 12:12:36,CLI_29002,Internet Hogar,Premium,0,Detractor,Precio muy alto para el servicio,Web,3,False,True,False,Norte,28,109
NPS_000419,2025-06-27 12:12:36,CLI_13080,Empresarial,VIP,10,Promotor,Personal muy profesional,App,6,False,False,True,Centro,31,85
NPS_000420,2025-08-18 12:12:36,CLI_18236,Empresarial,Premium,2,Detractor,"Servicio muy lento, muchas fallas",SMS,0,True,True,False,Sur,49,36
NPS_000421,2025-08-28 12:12:36,CLI_36897,Telefonía Fija,Básico,8,Neutral,"Servicio regular, podría mejorar",Email,6,False,False,True,Este,29,16
NPS_000422,2025-08-07 12:12:36,CLI_15802,Móvil Prepago,VIP,3,Detractor,Problemas técnicos constantes,SMS,5,True,False,False,Norte,51,7
NPS_000423,2025-06-27 12:12:36,CLI_33938,Internet Hogar,Regular,0,Detractor,"Servicio muy lento, muchas fallas",SMS,5,False,True,False,Norte,57,68
NPS_000424,2025-08-30 12:12:36,CLI_06695,Internet Hogar,Básico,5,Detractor,"Servicio muy lento, muchas fallas",Web,4,True,True,False,Este,72,109
NPS_000425,2025-06-21 12:12:36,CLI_11455,Móvil Prepago,VIP,8,Neutral,"Servicio regular, podría mejorar",SMS,3,True,True,True,Centro,59,28
NPS_000426,2025-08-24 12:12:36,CLI_17402,Internet Hogar,Premium,0,Detractor,Precio muy alto para el servicio,Web,1,False,False,False,Sur,42,117
NPS_000427,2025-07-04 12:12:36,CLI_09136,Internet Hogar,Premium,10,Promotor,Atención rápida y efectiva,SMS,5,True,False,True,Oeste,37,29
NPS_000428,2025-07-08 12:12:36,CLI_41464,TV Cable,Premium,1,Detractor,Precio muy alto para el servicio,Email,4,False,True,False,Oeste,47,40
NPS_000429,2025-09-11 12:12:36,CLI_39144,Empresarial,Premium,5,Detractor,"Servicio muy lento, muchas fallas",Web,1,True,False,False,Centro,65,25
NPS_000430,2025-07-15 12:12:36,CLI_32864,Móvil Postpago,VIP,4,Detractor,"Servicio muy lento, muchas fallas",Email,7,True,True,False,Oeste,57,41
NPS_000431,2025-09-15 12:12:36,CLI_41617,Móvil Prepago,VIP,9,Promotor,Atención rápida y efectiva,App,0,True,False,True,Sur,75,47
NPS_000432,2025-09-04 12:12:36,CLI_38230,Internet Móvil,Básico,4,Detractor,"Servicio muy lento, muchas fallas",Web,6,False,True,False,Este,20,83
NPS_000433,2025-08-14 12:12:36,CLI_31922,Internet Hogar,Básico,8,Neutral,Funciona pero tiene algunos problemas,Web,7,False,False,True,Norte,42,92
NPS_000434,2025-07-04 12:12:36,CLI_16019,Empresarial,Premium,7,Neutral,"Precio aceptable, servicio promedio",App,4,False,False,True,Sur,44,93
NPS_000435,2025-07-11 12:12:36,CLI_17164,Internet Móvil,Regular,5,Detractor,"Servicio muy lento, muchas fallas",Web,6,False,True,False,Oeste,55,8
NPS_000436,2025-08-22 12:12:36,CLI_41672,Internet Móvil,Premium,2,Detractor,Problemas técnicos constantes,Web,2,True,False,False,Este,32,3
NPS_000437,2025-08-07 12:12:36,CLI_04997,Móvil Postpago,Básico,8,Neutral,"Servicio regular, podría mejorar",Email,4,True,False,True,Centro,28,29
NPS_000438,2025-07-17 12:12:36,CLI_22931,Internet Móvil,Regular,8,Neutral,"Servicio regular, podría mejorar",App,5,False,True,True,Oeste,33,106
NPS_000439,2025-09-03 12:12:36,CLI_25365,Internet Móvil,Regular,3,Detractor,Problemas técnicos constantes,Web,7,False,False,False,Norte,46,41
NPS_000440,2025-08-14 12:12:36,CLI_39819,Empresarial,Regular,8,Neutral,"Servicio regular, podría mejorar",App,7,False,True,True,Oeste,22,12
NPS_000441,2025-07-18 12:12:36,CLI_38618,Empresarial,Premium,4,Detractor,Problemas técnicos constantes,Web,2,True,False,False,Oeste,20,58
NPS_000442,2025-07-15 12:12:36,CLI_38932,Empresarial,Regular,2,Detractor,Precio muy alto para el servicio,Web,4,False,True,False,Este,19,103
NPS_000443,2025-06-26 12:12:36,CLI_23740,Internet Hogar,Básico,8,Neutral,Funciona pero tiene algunos problemas,Web,3,False,True,True,Este,66,42
NPS_000444,2025-08-06 12:12:36,CLI_14512,Internet Hogar,Premium,7,Neutral,"Precio aceptable, servicio promedio",App,1,False,True,True,Norte,64,68
NPS_000445,2025-07-30 12:12:36,CLI_34742,Internet Hogar,Premium,0,Detractor,Atención al cliente deficiente,Web,2,False,False,False,Sur,43,101
NPS_000446,2025-08-05 12:12:36,CLI_35085,Móvil Prepago,Básico,1,Detractor,Precio muy alto para el servicio,SMS,0,False,False,False,Sur,69,95
NPS_000447,2025-07-24 12:12:36,CLI_24941,Móvil Postpago,VIP,4,Detractor,Precio muy alto para el servicio,App,2,False,True,False,Sur,68,31
NPS_000448,2025-07-22 12:12:36,CLI_36495,Móvil Postpago,Regular,1,Detractor,Precio muy alto para el servicio,SMS,3,True,False,False,Este,53,36
NPS_000449,2025-06-26 12:12:36,CLI_49250,Internet Móvil,Regular,9,Promotor,"Excelente servicio, muy satisfecho",Web,3,True,True,True,Oeste,28,78
NPS_000450,2025-08-21 12:12:36,CLI_06766,Móvil Prepago,Premium,0,Detractor,"Servicio muy lento, muchas fallas",App,2,False,False,False,Centro,34,71
NPS_000451,2025-07-25 12:12:36,CLI_14809,Internet Hogar,Regular,2,Detractor,Atención al cliente deficiente,Email,1,True,True,False,Este,52,36
NPS_000452,2025-07-12 12:12:36,CLI_08229,TV Cable,Premium,8,Neutral,"Servicio regular, podría mejorar",Web,7,False,False,True,Este,34,5
NPS_000453,2025-08-14 12:12:36,CLI_12789,Telefonía Fija,Premium,5,Detractor,"Servicio muy lento, muchas fallas",App,0,True,False,False,Sur,74,23
NPS_000454,2025-07-23 12:12:36,CLI_46344,Telefonía Fija,Básico,2,Detractor,Atención al cliente deficiente,App,4,False,True,False,Centro,69,72
NPS_000455,2025-06-24 12:12:36,CLI_16644,Internet Hogar,Premium,3,Detractor,Atención al cliente deficiente,Web,2,False,True,False,Sur,42,51
NPS_000456,2025-07-07 12:12:36,CLI_06433,Empresarial,Premium,6,Detractor,"Servicio muy lento, muchas fallas",SMS,1,False,True,False,Norte,40,48
NPS_000457,2025-08-11 12:12:36,CLI_19103,Empresarial,VIP,8,Neutral,"Precio aceptable, servicio promedio",Email,4,True,False,True,Norte,31,82
NPS_000458,2025-06-30 12:12:36,CLI_42714,Empresarial,Regular,3,Detractor,Problemas técnicos constantes,Web,0,True,False,False,Este,64,65
NPS_000459,2025-06-18 12:12:36,CLI_46966,Telefonía Fija,Básico,7,Neutral,Funciona pero tiene algunos problemas,App,2,False,False,True,Sur,46,44
NPS_000460,2025-06-30 12:12:36,CLI_48626,Empresarial,VIP,3,Detractor,Problemas técnicos constantes,Web,4,True,False,False,Norte,27,44
NPS_000461,2025-08-01 12:12:36,CLI_33290,Internet Hogar,Premium,1,Detractor,Atención al cliente deficiente,Web,3,False,True,False,Oeste,37,86
NPS_000462,2025-07-02 12:12:36,CLI_01919,Internet Hogar,Regular,3,Detractor,Precio muy alto para el servicio,App,5,True,True,False,Sur,29,90
NPS_000463,2025-09-11 12:12:36,CLI_06747,Móvil Postpago,Básico,5,Detractor,Atención al cliente deficiente,Web,4,True,False,False,Este,63,21
NPS_000464,2025-08-27 12:12:36,CLI_15822,Telefonía Fija,Regular,0,Detractor,"Servicio muy lento, muchas fallas",Web,7,False,True,False,Oeste,27,33
NPS_000465,2025-09-15 12:12:36,CLI_45890,Internet Hogar,VIP,9,Promotor,Buena relación calidad-precio,SMS,3,False,True,True,Sur,50,34
NPS_000466,2025-08-14 12:12:36,CLI_48589,Empresarial,VIP,3,Detractor,Precio muy alto para el servicio,Web,4,True,True,False,Sur,72,21
NPS_000467,2025-06-29 12:12:36,CLI_26997,Telefonía Fija,Básico,9,Promotor,Buena relación calidad-precio,Email,3,False,True,True,Norte,34,114
NPS_000468,2025-07-25 12:12:36,CLI_06899,Móvil Prepago,Premium,4,Detractor,"Servicio muy lento, muchas fallas",Web,5,True,True,False,Centro,40,42
NPS_000469,2025-09-13 12:12:36,CLI_39283,Internet Hogar,VIP,6,Detractor,Atención al cliente deficiente,SMS,0,True,False,False,Centro,38,76
NPS_000470,2025-07-26 12:12:36,CLI_36500,Internet Móvil,Regular,10,Promotor,Buena relación calidad-precio,App,2,False,True,True,Norte,74,43
NPS_000471,2025-07-13 12:12:36,CLI_05648,Móvil Prepago,Básico,9,Promotor,Buena relación calidad-precio,Email,1,True,False,True,Norte,27,3
NPS_000472,2025-07-05 12:12:36,CLI_20324,Empresarial,Regular,7,Neutral,Funciona pero tiene algunos problemas,SMS,4,True,False,True,Centro,59,109
NPS_000473,2025-08-29 12:12:36,CLI_35229,Móvil Postpago,Premium,1,Detractor,"Servicio muy lento, muchas fallas",App,3,True,False,False,Este,55,3
NPS_000474,2025-08-04 12:12:36,CLI_13332,Internet Hogar,Básico,5,Detractor,Precio muy alto para el servicio,Web,6,False,False,False,Norte,24,75
NPS_000475,2025-09-09 12:12:36,CLI_26859,Móvil Postpago,Básico,0,Detractor,Problemas técnicos constantes,Email,2,True,True,False,Este,54,14
NPS_000476,2025-08-01 12:12:36,CLI_11201,Móvil Postpago,Premium,8,Neutral,"Precio aceptable, servicio promedio",Web,4,False,False,True,Este,50,84
NPS_000477,2025-06-20 12:12:36,CLI_10956,Empresarial,Regular,5,Detractor,Atención al cliente deficiente,SMS,5,False,True,False,Sur,38,108
NPS_000478,2025-08-11 12:12:36,CLI_39811,TV Cable,Básico,5,Detractor,Problemas técnicos constantes,Web,6,True,True,False,Este,25,12
NPS_000479,2025-06-20 12:12:36,CLI_07807,TV Cable,Básico,10,Promotor,Personal muy profesional,Email,2,True,False,True,Centro,37,108
NPS_000480,2025-07-28 12:12:36,CLI_31112,Móvil Prepago,VIP,4,Detractor,Problemas técnicos constantes,SMS,0,True,True,False,Centro,42,78
NPS_000481,2025-07-21 12:12:36,CLI_17164,Móvil Postpago,VIP,6,Detractor,Precio muy alto para el servicio,Web,1,False,True,False,Este,42,66
NPS_000482,2025-08-03 12:12:36,CLI_22179,Móvil Prepago,Premium,10,Promotor,Personal muy profesional,Email,5,False,False,True,Norte,50,53
NPS_000483,2025-07-05 12:12:36,CLI_36583,Empresarial,Regular,4,Detractor,Precio muy alto para el servicio,Web,3,True,False,False,Este,39,44
NPS_000484,2025-07-19 12:12:36,CLI_36312,TV Cable,Básico,9,Promotor,Atención rápida y efectiva,Email,0,False,True,True,Centro,68,3
NPS_000485,2025-08-10 12:12:36,CLI_26578,Internet Hogar,Regular,6,Detractor,"Servicio muy lento, muchas fallas",App,6,False,True,False,Sur,36,87
NPS_000486,2025-08-19 12:12:36,CLI_41642,TV Cable,VIP,10,Promotor,Atención rápida y efectiva,App,4,False,False,True,Sur,32,26
NPS_000487,2025-09-12 12:12:36,CLI_32039,Empresarial,Regular,2,Detractor,"Servicio muy lento, muchas fallas",SMS,5,False,False,False,Oeste,19,29
NPS_000488,2025-06-27 12:12:36,CLI_41513,Móvil Prepago,VIP,5,Detractor,Precio muy alto para el servicio,App,1,False,True,False,Norte,41,31
NPS_000489,2025-08-17 12:12:36,CLI_38599,TV Cable,Premium,8,Neutral,"Servicio regular, podría mejorar",Web,7,False,True,True,Sur,58,105
NPS_000490,2025-07-11 12:12:36,CLI_20808,Empresarial,Regular,0,Detractor,Atención al cliente deficiente,Web,2,False,False,False,Centro,37,53
NPS_000491,2025-08-05 12:12:36,CLI_24974,Móvil Postpago,VIP,6,Detractor,Problemas técnicos constantes,App,0,True,False,False,Norte,39,97
NPS_000492,2025-08-08 12:12:36,CLI_45497,Móvil Postpago,Premium,3,Detractor,Precio muy alto para el servicio,App,6,True,False,False,Este,70,119
NPS_000493,2025-06-27 12:12:36,CLI_25859,Móvil Postpago,Básico,4,Detractor,Precio muy alto para el servicio,SMS,2,False,False,False,Centro,53,16
NPS_000494,2025-09-03 12:12:36,CLI_22223,TV Cable,Premium,4,Detractor,Atención al cliente deficiente,Email,1,True,True,False,Este,75,46
NPS_000495,2025-07-24 12:12:36,CLI_18677,Móvil Postpago,VIP,9,Promotor,"Excelente servicio, muy satisfecho",SMS,0,False,False,True,Norte,27,67
NPS_000496,2025-09-02 12:12:36,CLI_01861,Móvil Postpago,Regular,3,Detractor,"Servicio muy lento, muchas fallas",Email,6,True,True,False,Oeste,32,43
NPS_000497,2025-06-26 12:12:36,CLI_30052,Internet Móvil,Básico,7,Neutral,"Precio aceptable, servicio promedio",SMS,3,False,False,True,Sur,66,79
NPS_000498,2025-07-30 12:12:36,CLI_10781,Telefonía Fija,VIP,5,Detractor,Problemas técnicos constantes,SMS,4,False,False,False,Este,74,94
NPS_000499,2025-07-10 12:12:36,CLI_25692,Telefonía Fija,Básico,10,Promotor,Buena relación calidad-precio,SMS,5,False,False,True,Sur,39,19
NPS_000500,2025-07-08 12:12:36,CLI_48436,Móvil Postpago,Premium,10,Promotor,Buena relación calidad-precio,Web,3,True,False,True,Sur,74,28
